,Subject,date_published,verified,review_text,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
10,royal-air-maroc,2020-01-10 00:01:00,True,"New York to Lisbon via Casablanca. I was surprised with the quality of the service. It is basic but super competitive. You get two free 2 luggages checked in for economy plus cabin luggage. The plane wasn't the cleanest, but I can live with that. Online entertainment was also good and I ordered a special meal and that was also free! Layover in Casablanca was an hour and smooth connection through security! I am happy to see RAM offering such as competitive service and much better value for money than all European airlines. I am going to be using them from now on coming to Europe. I can't afford the other European airlines, as they became so expensive and they make you pay for luggage separately.",Boeing 787 / 737,Solo Leisure,Economy Class,New York to Lisbon via Casablanca,January 2020,4.0,5.0,5.0,4.0,5.0,5.0,5,yes
11,royal-air-maroc,2020-01-06 00:01:00,False,"Bologna to Casablanca. Pretty good airline! The legroom in the 737 is okay for a 3 hours flight. The food is really nice, perfectly cooked. This Boeing 737 features the traditional 3-3 seating configuration and a 2-2 premium economy class. I think this is Africa's best airline!",Boeing 737-800,Family Leisure,Economy Class,Bologna to Casablanca,September 2019,4.0,5.0,5.0,4.0,4.0,5.0,5,yes
12,royal-air-maroc,2019-01-23 00:12:00,True,"Casablanca to Lisbon. Our trip started in Miami with a final destination in Portugal, we had a stop in Casablanca where we changed planes and the luggage never got to Portugal. Instead, it stayed in Casablanca because of an airport strike from the employees of Royal Air Maroc. My bags along with the bags of many other people were left in Casablanca and I did not received my luggage until two days after. I had to go shopping for clothing and other things to be able to continue with my vacation. The customer service counter assured me that the money I spent would be reimbursed by the company. I tried to submit the papers the airline the day I left at the Royal Air Maroc counter in Portugal and they told me it had to be done in Casablanca because none in the Portugal counter could do it. When I tried to submit the papers to the counter in Casablanca they told me I needed to get outside the terminal and go to a special office because they could not do it either. I could not do it because I had to take the connecting flight to Miami and there was no time. When I arrived in Miami the counter for Royal Air Maroc there told me that they could not do it and that I needed to do it online. I had to call customer service multiple times and they never return my emails. At the end, after six months of wait time, they tell me I submitted the documents to late. All of that after they were the ones who did not answer owe despite me calling multiple times to check on the status of the claim. The only thing they said was that they had the documents and I needed to wait. At the end when I pressured to talk with the supervisor I received a day later a letter stating that I submitted the documents to late. This has been all around the worst airline I have traveled with in my life.",,Solo Leisure,Economy Class,Casablanca to Lisbon,June 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no
13,royal-air-maroc,2019-01-06 00:10:00,True,"Casablanca to Marrakech and the aircraft was terrible. Got to Marrakech in one piece and baggage made it. Vowed never to fly with Royal Air Maroc again, but as I had to return back to Casablanca the week after, I thought I would leave the return flight as is. Big mistake. I went to the airport for my 7am flight. People were screaming at the counter staff. The flight was cancelled. They offered to bus me to Casablanca. I turned this offer down as I would not have made my connecting flight. Royal Air Maroc told me I would get a refund on my ticket. I have made numerous calls to Royal Air Maroc, and they keep making excuses not to refund me. Staff do not speak English very well. Its been a nightmare. I filled in their online form to get a refund. To date no emails, no calls.",ATR72,Solo Leisure,Economy Class,Marrakech  to Casablanca,August 2019,1.0,1.0,,,1.0,,1,no
14,royal-air-maroc,2019-01-01 00:10:00,True,"New York to Dakar via Casablanca. Best quality price, modern aircraft, security of flights, client orientation of its agents and flight attendants. Royal Air Maroc has built a solid reputation to earn my business whenever I need a business trip or a vacation trip.",Boeing 787-9,Solo Leisure,Economy Class,New York to Dakar via Casablanca,September 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes
15,royal-air-maroc,2019-01-27 00:09:00,True,"Marrakesh to London via Casablanca. When we arrived at the airport in Marrakesh our flight had been cancelled and we had a connecting flight in Casablanca. After waiting for several hours we were bussed to Casablanca leaving us no time to catch our flight. After going through security we were told at baggage drop it was too late. We pleaded with them as it wasn't our fault and were told to leave the line and find a manager which we refused to do as we had no time. We explained the situation to them and no one wanted to help. Eventually we got the go ahead and were told to run to the gate. There were several more checkpoints to go through with long cues and no help. We had to run from point to point and when asking for help were just ignored. The gate was at the far side of the airport so eventually arrived with a pocket full of cash that we couldn't spend in the duty free, dying of thirst as we couldn't stop to buy water and dripping wet through after all the running. All we needed was for one member of staff to be helpful and get us to the departure gate quickly through security and it wouldn't have been an issue. I have never come across such unhelpful staff.",,Couple Leisure,Economy Class,Marrakesh to London via Casablanca,September 2019,2.0,3.0,3.0,,1.0,,1,no
16,royal-air-maroc,2019-01-27 00:09:00,True,"Manchester to Banjul via Casablanca. Good flights, pleasant staff, no problems. Everything went smoothly and would definitely fly with Royal Air Maroc again. I would definitely recommend them to anyone who asks about my journey",,Solo Leisure,Economy Class,Manchester to Banjul via Casablanca,September 2019,4.0,4.0,4.0,3.0,4.0,4.0,4,yes
17,royal-air-maroc,2019-01-19 00:09:00,True,"An extraordinary trip from Istanbul to Casablanca with the Royal Air Maroc, a very professional staff and the cabin well equipped with all amenities to make you forget the 5 hours of travel.",Boeing 787-9,Family Leisure,Economy Class,Istanbul to Casablanca,September 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes
18,royal-air-maroc,2019-01-17 00:09:00,True,"Marrakesh to Porto via Casablanca. The boarding in Marrakech was at the scheduled time, allowing the plane to take off about 25 minutes before the scheduled time and reach Casablanca almost at the time it should have left Marrakech. The crew was very efficient and attentive, which made the trip go smoothly. Despite the short trip, the plane had comfortable seats in the class in which I traveled (economic). On the Casablanca-Porto trip, the crew was equally friendly, helpful and attentive. There were newspapers of various kinds available, either in French or in Arabic. The seats were comfortable and a light but varied meal with fresh and tasty products was served. Overall the trip was great value for money and without any delay.",,Solo Leisure,Economy Class,Marrakesh to Porto via Casablanca,September 2019,5.0,5.0,5.0,3.0,5.0,,5,yes
19,royal-air-maroc,2019-01-11 00:09:00,True,"The worst airline experience I have endured. I had 4 flights (connections through Casablanca to and from Europe) and all four were 3+ hours delayed. One of my return flights was cancelled without explanation 2 days before the start of my trip and little was down by way of creating a solution. As well, my bag was lost for the first 2 days of my trip which included a bridesmaids dress needed for a wedding. When I called multiple times to track the bag the airline had no idea where my bag was and said it would be returned within 2-21 days. I was informed that there were airport strikes in Casablanca and staff were messing with the customers as a form of striking. The employees lied to me and never offered explanations for the four delayed flights. They delayed my return so much that I missed my connection and had to unexpectedly stay the night in Casablanca. There were dozens of other passengers in the same predicament as I, all on differing flights.  I've filed a claim to receive compensation for the ordeal and received an automated message that someone will try to reply to my claim within 60 days.",,Solo Leisure,Economy Class,New York to Lisbon via Casablanca,September 2019,1.0,1.0,1.0,,1.0,,1,no
20,royal-air-maroc,2019-01-27 00:08:00,True,"Montreal to Beirut via Casablanca. Flights rescheduled for more than 5 hours so my arrival turned to be + 2days instead of +1 day. Both flights were delayed for more than 1,5 hours. Ground staff in Casablanca were rude and unfriendly to me.",Boeing 787-8  / 737NG,Solo Leisure,Economy Class,Montreal to Beirut via Casablanca,August 2019,4.0,4.0,3.0,3.0,1.0,,1,no
21,royal-air-maroc,2019-01-26 00:08:00,False,Casablanca to New York. We were sitting on the plane for 1.5 hrs without any communication from the captain or the crew. Upon arrival we saw the email sent with apologies which totally dumb. After arriving to New York we are waiting for the luggage for more then 1.5 hr.,,Family Leisure,Economy Class,Casablanca to New York,August 2019,4.0,3.0,2.0,2.0,1.0,,1,no
22,royal-air-maroc,2019-01-02 00:08:00,True,"London to Bamako via Casablanca. I have just returned from Mali. Utterly shocking experience. Bags were missing for five days. To avoid answering questions, staff simply put the phone down. Bags finally turned up two days before I left to return to London, which I did yesterday. As I write, my baggage has gone missing again.",Boeing 737,Business,Business Class,London to Bamako via Casablanca,July 2019,2.0,2.0,1.0,,1.0,,1,no
23,royal-air-maroc,2019-01-31 00:07:00,True,Algiers to Casablanca.  I booked a window seat and I want to have my window seat. When i arrived to Algiers airport they changed my seat and gave me an aisle seat. It is unacceptable as i paid a huge amount to avoid any kind of change. When i told them so they told me i should’ve arrived earlier. They sell business class tickets and change whatever they want!,,Business,Business Class,Algiers to Casablanca,July 2019,,,,,1.0,,1,no
24,royal-air-maroc,2019-01-24 00:07:00,False,"Paris to Casablanca. Great Flight. First I was upgraded to business class. I has great attention from the cabin crew. The cabin of the Boeing 787-8 is very nice (even if the new 787-9 cabin is even better). Very good meal was served. Departure on time, arrival before time. Entertainment of good quality (could be richer of renewed more often, indeed as a frequent flyer with RAM, I have seen almost all movies I am interested in). Priority Luggage respected and delivered first. Very happy to be a gold frequent flyer of RAM.",Boeing 787-8,Business,Business Class,Paris to Casablanca,July 2019,5.0,5.0,4.0,3.0,5.0,,5,yes
25,royal-air-maroc,2019-01-23 00:07:00,True,"A pretty horrible experience. At Casablanca airport, aircraft parked at a remote location necessitating a bus ride in high heat to the plane. Seats extremely uncomfortable. No matter how you sit, there is no comfort. Ringing the FA call button is futile because no one ever came. Seat belt sign was turned on for an inordinately long time due to mild turbulence which had dissipated, but the sign was kept on. My young child needed to use the bathroom and crew kept sending him back to his seat. I finally went with him and told them that either he used the washroom or peed in his pants. A male FA told me that there was turbulence. I said that at the moment there wasn't any and that my son would use the washroom quickly. He said to me, ""how do you know there's no turbulence"". I answered, ""because I'm a pilot"".  He was unnecessarily curt and rude for no reason. One kid who must have been related to a crew member was sleeping in the closet with her legs protruding into the aisle. Completely unprofessional. Final gripe is that in Casablanca airport, you cannot use Morocan currency along with your credit card to get rid of your Moroccan money before leaving the country.",Boeing 787,Family Leisure,Economy Class,Casablana to Washington,July 2019,1.0,2.0,1.0,1.0,1.0,,2,no
26,royal-air-maroc,2019-01-09 00:07:00,False,"I was going from Washington to Malaga via Casablanca. First flight (RAM219) from Dulles to Casablanca was fine (I was able to purchase an upgrade to business at the counter with no problem). The second flight (RAM984) from Casablanca to Malaga was delayed. We were given very little information. “You will receive information in 10 minutes.” Followed by the same announcement 3 times. 1 hour later, we boarded a bus where we sat for 20 minutes. Got onto RAM984 – a propeller jet – which was very dirty, smelt of fumes, and had insects on the interior window. The plane sat on the runway for a long time, attempted to take off and failed, and returned to the airport. We were disembarked and waited another 2 hours for a new plane (with no information from rude staff). Flight from Casablanca to DC (RAM218): I wanted to purchase an upgrade. Was told that “we don’t have a machine.” (the woman in front of me had been overbooked and was given a free upgrade.) The gate area was very crowded. They made a boarding announcement and there was no organization (see photo). No one told passengers where to go or what zones to use. Then, we waited. We were given the same RAM-standard statement, “You will receive information in 10 minutes.” This happened 2 times. People were getting very angry. Ground staff called security who came and stood at the counter looking menacing. Boarded the plane. Stayed on the ground for more than an hour with no information from flight crew. We could see mechanics staring up at the underside of the wing, not reassuring and most of the passengers around me were fearful to fly. We finally took off 3 hours after flight time.  All the staff were rude and unhelpful. They didn’t speak. They turned their backs when I (and other passengers) asked questions. This whole experience has actually put me off of Morocco in general (and I wanted to travel there.)",Boeing 787,Solo Leisure,Business Class,Washington to Malaga via Casablanca,July 2019,1.0,1.0,1.0,2.0,1.0,,1,no
27,royal-air-maroc,2019-01-09 00:06:00,True,"Washington to Casablanca. So our flight was supposed to leave at 10:00 pm Friday night. That tome comes and goes and it is not until after 11 pm that people are asking questions and getting no answers from the airline. Many people had connections they need to reach for various reasons that could have been met had the airline canceled the flight so that it would release reservations (our travel agent could not intervene because the flight was not declared canceled). Finally at 1:30 am we are informed that the flight is canceled and that they would take our contact info and reach out to us with more information later. Next morning we check our email and find out the new flight is scheduled for 12 noon. We rush back to the airport only to watch that time come and go with no explanations.  Good customer service would give updates, offer snack a to the kids / families, try to make some appeasements to all the sleep deprived travelers. I would not recommend this airline if I were traveling to this region again.",,Couple Leisure,Economy Class,Washington to Casablanca,June 2019,,,,,1.0,,2,no
28,royal-air-maroc,2019-01-30 00:05:00,False,"São Paulo to Madrid via Casablanca. Good surprise! Great value for money, staff on the ground and in the air super friendly. You left at the right time, comfortable internal space, adequate onboard entertainment and pleasant dining. I recommend. Boa surpresa ! Otima relação custo beneficio, equipe em terra e no ar super simpatica. Saiu no horario certo, espaço interno confortavel, entretenimento a bordo adequado e refeições agradaveis. Recomendo.",,Solo Leisure,Economy Class,São Paulo to Madrid via Casablanca,May 2019,5.0,5.0,4.0,4.0,5.0,,5,yes
29,royal-air-maroc,2019-01-14 00:05:00,True,"Washington to Rome via Casablanca. I had a wonderful experience with this airline. I was slightly worried at first because I hadn't heard of the airline before and I saw a bunch of negative reviews on some websites. Also, I was wondering if this airline was so much cheaper than other flights because it would have really bad service - but that was not the case at all. We saved nearly $300 compared to other flights - even other non-direct flights. The flights were orderly and on-time. The staff was extremely friendly. The meals were actually really great! We had two meals on the longer leg of our flight, plus some snacks and beverages and even had one meal on the shorter 2ish hour flight from Casablanca to Rome (and vice versa). The entertainment was great too - awesome selection of movies. No issues with luggage. If looking for a great value flight without compromising too much comfort or service, this is a great airline to choose! I recommend it!",Boeing 787/ 737-800,Couple Leisure,Economy Class,Washington to Rome via Casablanca,May 2019,4.0,5.0,5.0,5.0,4.0,,5,yes
30,royal-air-maroc,2019-01-14 00:05:00,True,"Tangier to Amsterdam via Casablanca. Good service on board, the crew was very kind and did their best efforts to keep us satisfied. Plane was clean and the meal was good. Unfortunately the airport of Casablanca was very busy and the staff did not manage to coordinate the priority and regular lanes.",Boeing 737-800,Family Leisure,Business Class,Tangier to Amsterdam via Casablanca,August 2018,5.0,5.0,5.0,3.0,2.0,,4,yes
31,royal-air-maroc,2019-01-12 00:05:00,True,"Sao Paulo to Casablanca. I flew with them in April 2019. First, my original flight was cancelled, but then they only re-booked the first leg of my new booking. Then they lost my bag for 14 days.  They never answered any of my 4 emails. Their phone line were busy, never got to a person to talk to. The bag did show up May 6. My small personal bag that fit under the seat was not allowed, and was put in an overhead locker. They forgot my pre-ordered special meal, and breakfast was a piece of cheese on a bun. The inflight entertainment was very limited for me.",Boeing 787,Solo Leisure,Economy Class,Sao Paulo to Casablanca,April 2019,2.0,2.0,1.0,,2.0,,2,no
32,royal-air-maroc,2019-01-07 00:05:00,True,Lagos to New York via Casablanca. The best airline experience I have had in a long time. I was skeptical about it and almost cancelled my flight after reading all the negative comments. The cabin crew were amazing and so polite. I can’t believe that when I got to New York a RAM official was waiting for me to come get my luggage. I really don’t have anything negative to say about this airline. I will recommend it to anyone. The secret is just be nice and people will be nice to you.,,Solo Leisure,Economy Class,Lagos to New York via Casablanca,April 2019,4.0,5.0,4.0,4.0,5.0,,5,yes
33,royal-air-maroc,2019-01-24 00:04:00,True,"Casablanca to Washington. I had a plane change in Casablanca, Morocco. Our flight was delayed for 4 hours. The airlines said there was a baggage handler strike so it took awhile to take care of the luggage. We flew to our final destination which was Dulles International. After waiting over a half hour for luggage to come on to the carousal several other passengers including myself went to the luggage counter. We learned they did not load the luggage on the flight. They  gave us a form to fill out and it had a claim number spot. I asked for a claim number and he said to just call the number on the form. The next morning I called several numbers and received no help. They said I should have a claim number. I have spent numerous hours trying to get this problem fixed. I am going to travel back to Dulles which will cost me time and money.",,Family Leisure,Economy Class,Casablanca to Washington,April 2019,1.0,,,,1.0,,1,no
34,royal-air-maroc,2019-01-29 00:03:00,True,London to Casablanca. It was a pleasant flight. Very quick check-in. The embarquement was in time. Excellent service on board. Enjoyed the meal and beverage. Globally very satisfied.,Boeing 737-800,Business,Economy Class,London to Casablanca,March 2019,5.0,5.0,4.0,3.0,4.0,,3,yes
35,royal-air-maroc,2019-01-14 00:03:00,False,Montreal to Oujda. This was a fabulous flight. Excellent service and quality of food. The crew did an excellent job. I love to fly on this airline and appreciate the care they extend to me and my belongings. I will definitely fly with them again!,Boeing 787,Solo Leisure,Business Class,Montreal to Oujda,March 2019,5.0,5.0,5.0,5.0,4.0,,5,yes
36,royal-air-maroc,2019-01-03 00:03:00,True,"Porto to Montréal via Casablanca in August 2018. Horrible service. Due to some social tensions, they kept postponing the time of our flight. They had to cancel the first flight to rebook us on another one. Finally, we left 13 hours later. The process was so unorganized from the check-in to the boarding.  Good luck if you try to reach their customer service, they will ignore you. Even the airport of Casablanca is a total mess.",,Couple Leisure,Economy Class,Porto to Montréal via Casablanca,August 2018,4.0,2.0,2.0,,1.0,,1,no
37,royal-air-maroc,2019-01-26 00:02:00,True,"Casablanca to Paris Orly. A quality service, a competitive price. Friendly staff, clean cabins. And a superb RAM boarding area in Casablanca. Not to mention a very good application for phones. FR: Un service qualité, un prix compétitif. Du personnel aimable, des cabines propres. Et une superbe zone d'embarquement RAM à Casablanca. Sans oublier une très bonne application pour les téléphones.",,Business,Economy Class,Casablanca to Paris Orly,February 2019,3.0,4.0,3.0,2.0,3.0,3.0,4,yes
38,royal-air-maroc,2019-01-14 00:02:00,True,"This is the most unprofessional airline I have dealt with. They are sending me emails everyday that either the flight time has changed, or the flight duration changed from 4 hours to 6 hours and they added an additional 50 min transit. They are changing the flight time and I have a layover, the layover time keeps getting shorter which would increase my risk of missing the second flight. I wouldn't have booked the flight if I knew I would have 2 transits and two 6-hour long flights. It's almost like a scam, attracting the customers to book the flight with a convenient flight time and duration and transits and then changing everything about it and refusing to give you a refund even after talking to them on the phone for 3 hours.",,Solo Leisure,Economy Class,Cairo to Berlin via Casablanca,February 2019,,,,,,,1,no
39,royal-air-maroc,2019-01-03 00:02:00,True,"Doha to Casablanca on 28 Oct 2018. Status shown on flight information display board had been ""gate closed"" from well beyond boarding time to time of departure. Once we landed in Doha we checked the flight information display board and headed to the gate shown. Status of the flight was shown as ""gate closed"". We reached the gate 30 minutes before boarding / 80 minutes before departure. We checked the flight information display board again, and the status shown was still the same ""gate closed"". The counter had been boarding passengers of other flights, but not AT217, since we reached the gate. We checked the board frequently and listened to announcements. There was never a single announcement about the flight. We checked with some ground staff and were told that the flight had departed. Complaint to the airline got me an accusation of late presentation.",Boeing 787-8,Couple Leisure,Economy Class,Doha to Casablanca,October 2018,,,,,1.0,,1,no
40,royal-air-maroc,2019-01-24 00:01:00,True,Dakar to Casablanca. Very nice experience! Very satisfied to travel with the Royal Air Maroc. An airline serving its customers. Bravo the RAM. You are the Best!,Boeing 737-800,Solo Leisure,Economy Class,Dakar to Casablanca,January 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes
41,royal-air-maroc,2019-01-20 00:01:00,False,"New York to London via Casablanca. Royal Air Maroc have really made huge improvements. I just had a wonderful flight from New York to Casablanca. The plane was brand new, with a gorgeous interior. The seats in business were comfortable and lie-flat. Great crew, too - very lovely and proud of their company. Food was good and plentiful. The flight from Casablanca to London was on an older plane. The interior was a little beaten up, but still a lovely crew. Casablanca was an easy airport to transfer - although the airport is old and not very nice.",Boeing 787-9,Solo Leisure,Business Class,New York to London via Casablanca,January 2019,5.0,5.0,3.0,3.0,4.0,,4,yes
42,royal-air-maroc,2018-01-23 00:12:00,True,Dakar to Montréal via Casablanca. I travel often with Royal Air Maroc its by far my favorite airline. Great flight and you can always enjoy your stay in Atlas hôtel or relax before your second flight. Its one of the best airline for quality/price. For sure there a room for improvement on customer focus attitude of the staff in Casablanca.,,Business,Economy Class,Dakar to Montréal via Casablanca,December 2018,5.0,5.0,5.0,,3.0,,5,yes
