,Subject,date_published,review_text,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
38,ethiopian-airlines,2020-01-19 00:02:00,cape town london via addis ababa ethiopian nice new aircraft cabin crew lovely however preafter service care appalling bumped flight cape town london previous days flight overbooked  flight overbooked  put smaller seating config route instead  technical issue despite queued  hours check four house ticket desk whittled hotel night promised next days plane things happen generally accepted point arrived airport next day ticketed addis promised get addis would get onward ticket could issue cpt didnt believe need aisle seat apprehensive also informed  voucher usable flight could convert  cash heathrow ticket desk upon arrival got addis onward ticket squeezed flight told middle seat informed would ask passengers boarding see someone would swap fortunate someone next would swap upon arrival lhr went ticket office woman behind counter says dont issue cash need call customer service  called customer service said need email london office find emailed london office number offices  times response,Couple Leisure,Economy Class,January 2020,Neutral,Neutral,Neutral,Neutral,Negative,,Negative,0
39,ethiopian-airlines,2020-01-17 00:02:00,awasa addis ababa told board aircraft foot normal however inside aircraft air conditioning circulation  stuck condition throughout taxi finally cool acceptable condition plane took worst flight attendant insisted opening window blinds let sun heat,Family Leisure,Economy Class,February 2020,Neutral,Negative,,,Negative,,Neutral,0
40,ethiopian-airlines,2020-01-03 00:02:00,mekele khartoum via addis ababa total  flights fully satisfied long trip around ethiopia flew ethiopian  times  times domestic routes internationally five flights  minutes even got snack pound cake soft drink  time left even ask hot coffee one flight slightly late night timkat flying gondar seems due huge volume changed plane confusion gate furthermore board technical issue   hrs late taking made half hour arrived  hr late gondar waiting time crew served refreshing drinks calm international flight  hr long sudan board engines ac however meant nervous passengers started harassing crew insisting get complaint forms take quite annoying unnecessary engines temperature went much needed jacket anyway people like complain every time bags made airport even short connections two ethiopian flights flight lalibela plane waiting several people lazily strolled tarmac plane ethiopians tourists rest us nervously waited short connections mind however add made connections second flight waited us ultimately made final destination bags included could happier ethiopian experience wish best luck ambitious plans future,Couple Leisure,Economy Class,February 2020,Positive,Positive,Positive,,Positive,,Positive,1
41,ethiopian-airlines,2020-01-18 00:01:00,addis ababa johannesburg suit cases destroyed struggling get feedback claim least tell going compensate take travel insurance company flight lost one bags least found delivered residence  broken wheels phoned emailed received one message help resolving complaint like deliberately ignoring emails hoping go away last flight delayed departing beijing result missed connecting flight,Solo Leisure,Economy Class,January 2020,Neutral,Negative,Negative,Neutral,Negative,,Negative,0
42,ethiopian-airlines,2020-01-13 00:01:00,nairobi london heathrow via addis ababa first time flown ethiopian due ba flight cancelled service overall quite good however care service left blazer board awful initially communicated blazer every time went pick office closed would take long respond messages end clam £ blazer disappeared london office call ‘cleaning audit’ awful untrustworthy offer compensate resolve,Business,Business Class,August 2019,Negative,Negative,Positive,Negative,Negative,,Positive,0
43,ethiopian-airlines,2020-01-09 00:01:00,athens addis ababa trip  flights time boeing  great experience cabin good even though  business class configurations one rounded seat configuration better seat becomes real flatbed plenty foot area rectangular seat configuration real flat leg area much crowded amenities good drinks great cabin staff nice efficient kneel speak sometimes hear say provide pyjamas food good serve one serving coffee chocolate arrival ife good selection movies various cultures wifi aircraft,Couple Leisure,Business Class,January 2020,Positive,Positive,Positive,Positive,Positive,,Positive,1
44,ethiopian-airlines,2020-01-08 00:01:00,booking flight convenient cost reasonable considering time got ticket issue flight plenty space actually stretch wasnt full flight issue partnership air cote dvoire reserved ticket wasnt told needing another ticket air cote dvoire landed abidjan thankfully enough time flight due language barrier staff attended didnt tell exactly issue flying lagos pressed time first ethiopian airline staff came late saturday morning pay extra air cote dvoire ticket dont miss trip catch connecting flight reported issue wrote plenty emails kept getting passed around till today got refund new ticket buy even everyone agreed mistake shouldnt paid new ticket,Solo Leisure,Economy Class,October 2019,Neutral,Neutral,Positive,Positive,Negative,,Neutral,0
45,ethiopian-airlines,2019-01-16 00:12:00,mahe cape town via addis ababa courtesy extended efficiency certainly exceeded expectations every point trip assisted directed friendly staff addition given hotel vouchers addis ababa transfer expecting transport airport effortless airline hostesses friendly helpful food good flight destination enhanced holiday experience would certainly choose ethiopian airlines occasion arise,Couple Leisure,Economy Class,November 2019,Neutral,Positive,Positive,Positive,Positive,,Positive,1
46,ethiopian-airlines,2019-01-13 00:12:00,addis ababa mombasa food average immigration airport forced take transit hotel additional us instead hotel booked personally ethiopian airlines won’t cover transit accommodation since inbound flight lufthansa got home safe despite late flight attendants friendly good service,Family Leisure,Economy Class,December 2019,Neutral,Positive,Negative,,Negative,,Negative,0
47,ethiopian-airlines,2019-01-08 00:12:00,muscat hargeisa via addis ababa ethiopian economy mctadd return  flights bombardier q flights left arrived time cabins simple ife functional reasonably comfortable seats four flights full yet service friendly efficient decent ethiopian food ample drink offerings including excellent ethiopian beer wine cannot confirm many earlier reviews page recent flights ethiopian airlines good think somewhat tainted reputation might stem appalling addis airport facilities rather airline,Couple Leisure,Economy Class,November 2019,Positive,Positive,Positive,,Negative,,Positive,1
48,ethiopian-airlines,2019-01-07 00:12:00,kuala lumpur singapore airlines like singapore airlines serve drink flight given  turkey ham sandwich cheese veg drink blanket pillow economy class amenity kit containing socks toothbrush toothpaste flight smooth landed early crew top notch service indescribable ground staff great flight attendant greeted went helpful pleasant flight flight entertainment touchscreen easy use responsive variety movies close singapore airlines japan airlines standard  exceeded expectations flying nairobi via addis soon can’t wait see africa airline world class highly recommend try,Family Leisure,Economy Class,December 2019,Positive,Positive,Positive,Positive,Positive,Positive,Positive,1
49,ethiopian-airlines,2019-01-27 00:11:00,johannesburg hong kong via addis ababa despite aircraft fairly new well worn condition jnb addis  months old however seats torn places seats carpets dirty ground crew knowledgeable cabin crew great uniforms tatty name tags dirty etc addis airport dog show comparable lusaka bus station food flights best low quality movies old much choose worth taking ethiopian airlines flight cheap prepared get paid fly even cheap,Business,Economy Class,November 2019,Negative,Negative,Negative,Negative,Negative,,Negative,0
50,ethiopian-airlines,2019-01-19 00:11:00,kigali tokyo via addis ababa terrible airline often forced fly ethiopian work throughout africa arent choices carriers anything anything goes slightly awry relative original plans flight delays bad weather ticket date change upgrading absolutely incompetent unable provide customer service ive rebooked different flight without notice finding airport told go back home occasions ive change ticket tremendous issues reaching socalled global call centre despite  hours often seems one working rescheduleddelayed flights often lead missed connections ethiopian planes later flightlegs fixed airline youre left lot troubleshooting must attempt via  hour call centre fly frequently x per month work aim avoid ethiopian whenever know mess something every third time stage becomes personal nightmare fix oh mention often lose luggage even business class wont deliver lost luggage home found finally worries inability think critically fixsolve problems people within company dont appear latitude fix issues arise things dont go exactly per protocol everything breaks one takes initiative doesnt make feel particularly safe airlines team members including senior managers dont appear latitude problemsolve case unexpected circumstances,Business,Business Class,November 2019,Negative,Negative,Negative,Negative,Negative,Negative,Negative,0
51,ethiopian-airlines,2019-01-04 00:11:00,husband booked online ticket two daughters travel libreville cape town via addis ababa  first come checkin libreville international airport despite producing ticket airline staff said unable find booking children like could lose main traveler keep children resulted serious waste time dragged office office fixed problem caused entirely rebooking ticket issued boarding passes yaounde final destination since going cape town resulted another minutes wasted realise layover booking us bad get single mom travelling two children situation totally unacceptable airline claims best africa would never use airline travelling ever travelling pleasing experience never one guys,Family Leisure,Economy Class,November 2019,Negative,Negative,,,Negative,,Negative,0
52,ethiopian-airlines,2019-01-21 00:10:00,maputo ouagadougou via addis ababa flight left nearly time aircraft clean cabin staff nice took long time serve inflight meal spoke basic level english individual entertainment system tiny shared screens showing kids films bathrooms order one working meaning massive permanent queue bathroom flight hrs bearable would want longer flight airline travel young children,Business,Economy Class,October 2019,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,0
53,ethiopian-airlines,2019-01-09 00:10:00,abuja johannesburg via addis ababa ethiopian airline worst airline life use flight attendants extremely rude ignore passengers experience behaved like forced work customer service especially local abuja johannesburg offices respond phone call emails trying change ticket days response ethiopian website terribly userunfriendly dont know purpose extorting passengers decided block manage bookings prevent passengers changing bookings rely incompetent ineffective local staff wont respond communication strongly recommend fly service reeks incompetence kenyan airways much better opinion rwandan airways gaining traction,Solo Leisure,Economy Class,January 2019,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,0
54,ethiopian-airlines,2019-01-08 00:10:00,airline tag walkerwheelchair even though repeatedly approached sitting airplane alerting tag bag entrance airplane departure point kenya noticing walker arrive holiday destination sudan alerted et staff airport kept telling come back tomorrow  days receiving lost luggage report follow  days left intended holiday destination returned home canada called airline told follow airline sudan told local office office sudan determine whether get compensated suffer two weeks without critical health safety equipment airline completely ruined vacation due incompetence asking call sudan office figure first last time fly ethiopian airlines  mechanism track luggage also onus find,Solo Leisure,Economy Class,October 2019,Negative,Negative,Negative,Negative,Negative,Negative,Negative,0
55,ethiopian-airlines,2019-01-03 00:10:00,chicago mahe via addis ababa sitting chicago airport next gate et  far flight delayed least  hours knows much longer going given zero updates point impossible us make connection ethiopian flights go day asked gate agents ethiopian call center put us different flight far everyone company weve dealt unhelpful outright rude terrible company never fly ethiopian airlines,Couple Leisure,Economy Class,October 2019,,,,,Negative,,Negative,0
56,ethiopian-airlines,2019-01-28 00:09:00,flew bangkok addis theyre using route worst configuration  ive flown economy class seats old seats uncomfortablecramped screens food inedible inflight personnel unfriendly verging rude deplaned bus addis capper trip ethiopian transit brand new airport appalling shambles gold lounge joke  crowded werent enough seats people bathrooms inside lounge outside small dirty looks like whole airport doesnt enough bathrooms fly lot im star alliance gold traveller usually economy ethiopian airlines far worst airline star alliance gold travellers fly airlines much better perks lounges amenities sa gold passengers cheap,Business,Economy Class,September 2019,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,0
